6153182_1.java_actionPerformed#222#262#none,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_actionPerformed#219#259#gpl-2.0,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_getGui#70#367#gpl-2.0
6153182_1.java_actionPerformed#279#321#none,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_actionPerformed#276#318#gpl-2.0,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_getGui#70#367#gpl-2.0
6153182_1.java_setTableDate#391#412#none,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_setTableDate#388#409#gpl-2.0
6153182_1.java_addChildren#428#452#none,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_addChildren#425#449#gpl-2.0
6153182_1.java_doInBackground#430#449#none,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_addChildren#425#449#gpl-2.0,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_doInBackground#427#446#gpl-2.0
6153182_1.java_main#472#494#none,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_main#469#491#gpl-2.0
6153182_1.java_getValueAt#521#544#none,/home/cragkhit/data/cloverflow/github_max_to_10/javadev/file-manager/src/main/java/com/github/filemanager/FileManager.java_getValueAt#789#816#apache-2.0,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_getValueAt#518#541#gpl-2.0
6153182_1.java_getTreeCellRendererComponent#597#620#none,/home/cragkhit/data/cloverflow/github_max_to_10/biblelamp/JavaExercises/Test Tasks/spb-splat.com/FileManager.java_getTreeCellRendererComponent#594#616#gpl-2.0
23585716_0.java_doInBackground#59#119#none,
22428375_0.java_method#1#47#none,
21983919_0.java_getLeader#37#81#none,
21983919_0.java_isLeader#83#107#none,
21983919_0.java_getMyEnvironmentName#117#142#none,
21983919_0.java_getInstances#144#164#none,
5184679_0.java_main#14#33#none,
13147456_0.java_onCreate#14#35#none,
9996226_0.java_createAndDisplayGUI#13#35#none,
13049161_0.java_method#1#24#none,
13872171_0.java_method#1#30#none,
12299490_0.java_main#7#50#none,
12299490_0.java_run#9#48#none,
20564841_0.java_method#1#23#none,
6960207_0.java_method#1#32#none,
6021001_0.java_method#1#33#none,
23751573_0.java_main#8#30#none,
23027425_1.java_book#9#48#none,
5204130_0.java_method#1#27#none,
